"","entrezgene","uniprot_gn","ensembl_gene_id","external_gene_name","description"
"3140",296957,"","ENSRNOG00000010154","Zc3hc1","zinc finger, C3HC-type containing 1 [Source:RGD Symbol;Acc:1561099]"
"3141",64302,"Q6P3V9","ENSRNOG00000009378","Rpl4","ribosomal protein L4 [Source:RGD Symbol;Acc:619824]"
"3142",NA,"","ENSRNOG00000060024","AABR07042733.2",""
"3143",368084,"B1H275","ENSRNOG00000033700","Bud23","BUD23, rRNA methyltransferase and ribosome maturation factor [Source:RGD Symbol;Acc:1589742]"
"3144",405174,"","ENSRNOG00000032512","Olr1144","olfactory receptor 1144 [Source:RGD Symbol;Acc:1333665]"
"3145",83576,"O54861","ENSRNOG00000031814","Sort1","sortilin 1 [Source:RGD Symbol;Acc:619999]"
"3146",103690319,"Q9QYU9","ENSRNOG00000058697","LOC103690319","odorant-binding protein [Source:RGD Symbol;Acc:9122946]"
"3147",207119,"G3V8P7","ENSRNOG00000050223","Rin1","Ras and Rab interactor 1 [Source:RGD Symbol;Acc:620006]"
"3148",108348044,"G3V8P7","ENSRNOG00000050223","Rin1","Ras and Rab interactor 1 [Source:RGD Symbol;Acc:620006]"
"3149",690386,"D4A641","ENSRNOG00000042383","LOC690386","hypothetical protein LOC690386 [Source:RGD Symbol;Acc:1597306]"
"3150",368001,"B1H245","ENSRNOG00000032705","Bcl7b","BCL tumor suppressor 7B [Source:RGD Symbol;Acc:1597090]"
"3151",366104,"D3ZQW9","ENSRNOG00000049276","Olr541","olfactory receptor 541 [Source:RGD Symbol;Acc:1332637]"
"3152",404872,"D3ZQW9","ENSRNOG00000049276","Olr541","olfactory receptor 541 [Source:RGD Symbol;Acc:1332637]"
"3153",405079,"D4A0R7","ENSRNOG00000005997","Olr1308","olfactory receptor 1308 [Source:RGD Symbol;Acc:1333249]"
"3154",170919,"Q924S1","ENSRNOG00000017731","Agpat4","1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:RGD Symbol;Acc:619916]"
"3155",NA,"","ENSRNOG00000059510","AABR07027870.1",""
"3156",102547811,"","ENSRNOG00000046212","LOC102547811","uncharacterized LOC102547811 [Source:RGD Symbol;Acc:7551408]"
"3157",296684,"D3ZIN4","ENSRNOG00000032102","Olr422","olfactory receptor 422 [Source:RGD Symbol;Acc:1332758]"
"3158",24497,"Q08125","ENSRNOG00000008111","Il5","interleukin 5 [Source:RGD Symbol;Acc:2900]"
"3159",29445,"P10888","ENSRNOG00000017817","Cox4i1","cytochrome c oxidase subunit 4i1 [Source:RGD Symbol;Acc:68374]"
"3160",65277,"","ENSRNOG00000042786","Vti1a","vesicle transport through interaction with t-SNAREs 1A [Source:RGD Symbol;Acc:621490]"
"3161",288563,"P86173","ENSRNOG00000001408","Actl6b","actin-like 6B [Source:RGD Symbol;Acc:1307763]"
"3162",NA,"","ENSRNOG00000056321","AC093965.2",""
"3163",266772,"","ENSRNOG00000004193","Klhl12","kelch-like family member 12 [Source:RGD Symbol;Acc:628717]"
"3164",300395,"","ENSRNOG00000048018","LOC100911988","olfactory receptor 7G1-like [Source:RGD Symbol;Acc:6489196]"
"3165",300407,"","ENSRNOG00000048018","LOC100911988","olfactory receptor 7G1-like [Source:RGD Symbol;Acc:6489196]"
"3166",310839,"Q2HWF0","ENSRNOG00000013798","Fnbp1l","formin binding protein 1-like [Source:RGD Symbol;Acc:1305386]"
"3167",499864,"","ENSRNOG00000004571","RGD1563680","similar to CDNA sequence BC052040 [Source:RGD Symbol;Acc:1563680]"
"3168",NA,"","ENSRNOG00000049342","LOC103693854","uncharacterized LOC103693854 [Source:RGD Symbol;Acc:9308957]"
"3169",50572,"P46720","ENSRNOG00000036984","Slco1a1","solute carrier organic anion transporter family, member 1a1 [Source:RGD Symbol;Acc:3700]"
"3170",304150,"D4ACD3","ENSRNOG00000001573","Usp25","ubiquitin specific peptidase 25 [Source:RGD Symbol;Acc:1309003]"
"3171",286901,"Q8K1M7","ENSRNOG00000002811","Brinp3","BMP/retinoic acid inducible neural specific 3 [Source:RGD Symbol;Acc:708421]"
"3172",NA,"","ENSRNOG00000034287","AABR07035916.1",""
"3173",25687,"G3V9E3","ENSRNOG00000010233","Cald1","caldesmon 1 [Source:RGD Symbol;Acc:2256]"
"3174",499766,"D4A1Z7","ENSRNOG00000039777","Ttf1","transcription termination factor 1 [Source:RGD Symbol;Acc:1565673]"
"3175",292095,"","ENSRNOG00000018884","Ttc13","tetratricopeptide repeat domain 13 [Source:RGD Symbol;Acc:1310186]"
"3176",361680,"Q4QQV6","ENSRNOG00000020300","Lsp1","lymphocyte-specific protein 1 [Source:RGD Symbol;Acc:1306133]"
"3177",NA,"","ENSRNOG00000058886","AABR07007675.2",""
"3178",NA,"","ENSRNOG00000015005","AABR07037302.1",""
"3179",685645,"","ENSRNOG00000029744","Ces2j","carboxylesterase 2J [Source:RGD Symbol;Acc:1591368]"
"3180",100911581,"P97612","ENSRNOG00000045949","LOC100911581","fatty-acid amide hydrolase 1-like [Source:RGD Symbol;Acc:6491947]"
"3181",NA,"","ENSRNOG00000056447","AABR07051658.1",""
"3182",64371,"G3V7I0","ENSRNOG00000010958","Prdx3","peroxiredoxin 3 [Source:RGD Symbol;Acc:620040]"
"3183",NA,"","ENSRNOG00000058547","AABR07022834.1",""
"3184",25629,"A0A0G2JTP6","ENSRNOG00000015086","Plin1","perilipin 1 [Source:RGD Symbol;Acc:3351]"
"3185",290679,"","ENSRNOG00000055331","Ints10","integrator complex subunit 10 [Source:RGD Symbol;Acc:1304711]"
"3186",NA,"","ENSRNOG00000046195","AABR07029596.1",""
"3187",NA,"","ENSRNOG00000029308","AABR07062481.1",""
"3188",NA,"","ENSRNOG00000014312","Trbc2",""
"3189",288233,"Q6P6S5","ENSRNOG00000001629","Wrb","tryptophan rich basic protein [Source:RGD Symbol;Acc:735104]"
"3190",300129,"","ENSRNOG00000017022","Cerk","ceramide kinase [Source:RGD Symbol;Acc:1305019]"
"3191",100910990,"Q6XLI7","ENSRNOG00000049913","Rbm12","RNA binding motif protein 12 [Source:RGD Symbol;Acc:1594333]"
"3192",295725,"","ENSRNOG00000009586","Olr455","olfactory receptor 455 [Source:RGD Symbol;Acc:1334426]"
"3193",295890,"","ENSRNOG00000030991","Olr684","olfactory receptor 684 [Source:RGD Symbol;Acc:1332635]"
"3194",116674,"Q78E65","ENSRNOG00000008224","Jdp2","Jun dimerization protein 2 [Source:RGD Symbol;Acc:621611]"
"3195",312200,"Q68FR5","ENSRNOG00000028219","Tmem209","transmembrane protein 209 [Source:RGD Symbol;Acc:1309682]"
"3196",315705,"Q5PPN2","ENSRNOG00000018812","Rpp25","ribonuclease P and MRP subunit p25 [Source:RGD Symbol;Acc:1305290]"
"3197",500798,"D3ZLU0","ENSRNOG00000008026","C2cd4c","C2 calcium-dependent domain containing 4C [Source:RGD Symbol;Acc:1561354]"
"3198",64673,"G3V812","ENSRNOG00000016076","Pip","prolactin induced protein [Source:RGD Symbol;Acc:70946]"
"3199",192350,"Q3MJK5","ENSRNOG00000006000","Cdk12","cyclin-dependent kinase 12 [Source:RGD Symbol;Acc:621111]"
"3200",NA,"","ENSRNOG00000002782","AC108576.1",""
"3201",293232,"","ENSRNOG00000048810","Olr91","olfactory receptor 91 [Source:RGD Symbol;Acc:1333576]"
"3202",286990,"Q66HT2","ENSRNOG00000012844","Tox4","TOX high mobility group box family member 4 [Source:RGD Symbol;Acc:708449]"
"3203",681936,"","ENSRNOG00000050312","Ism2","isthmin 2 [Source:RGD Symbol;Acc:1589343]"
"3204",NA,"","ENSRNOG00000039592","1700066B19Rik","RIKEN cDNA 1700066B19 gene [Source:MGI Symbol;Acc:MGI:1920699]"
"3205",308637,"","ENSRNOG00000015972","Ano5","Anoctamin-5  [Source:UniProtKB/Swiss-Prot;Acc:Q75UR0]"
"3206",682042,"","ENSRNOG00000052102","AABR07033910.1",""
"3207",NA,"","ENSRNOG00000028529","AC134651.1",""
"3208",310843,"","ENSRNOG00000014872","Sec24d","SEC24 homolog D, COPII coat complex component [Source:RGD Symbol;Acc:1311720]"
"3209",294698,"D3ZY54","ENSRNOG00000018746","Slc30a5","solute carrier family 30 member 5 [Source:RGD Symbol;Acc:1306931]"
"3210",404998,"","ENSRNOG00000046718","Olr164","olfactory receptor 164 [Source:RGD Symbol;Acc:1333818]"
"3211",366859,"","ENSRNOG00000033579","Glt8d2","glycosyltransferase 8 domain containing 2 [Source:RGD Symbol;Acc:1560432]"
"3212",NA,"","ENSRNOG00000053560","Rhou","Rho-related GTP-binding protein RhoU  [Source:UniProtKB/Swiss-Prot;Acc:Q9EQT3]"
"3213",NA,"","ENSRNOG00000024504","AABR07017236.1",""
"3214",367747,"D3ZYH3","ENSRNOG00000048573","Nudt10","nudix (nucleoside diphosphate linked moiety X)-type motif 10 [Source:RGD Symbol;Acc:1564763]"
"3215",680248,"D3ZYH3","ENSRNOG00000048573","Nudt10","nudix (nucleoside diphosphate linked moiety X)-type motif 10 [Source:RGD Symbol;Acc:1564763]"
"3216",246331,"Q9QWJ9","ENSRNOG00000010744","Nrp1","neuropilin 1 [Source:RGD Symbol;Acc:621588]"
"3217",298485,"","ENSRNOG00000000335","Ermap","erythroblast membrane-associated protein [Source:RGD Symbol;Acc:1309996]"
"3218",685963,"P63174","ENSRNOG00000048701","LOC690468","similar to 60S ribosomal protein L38 [Source:RGD Symbol;Acc:1596041]"
"3219",313482,"","ENSRNOG00000010885","Zyg11a","zyg-11 family member A, cell cycle regulator [Source:RGD Symbol;Acc:1309582]"
"3220",100912067,"D3ZSV0","ENSRNOG00000046384","LOC100912245","olfactory receptor 143-like [Source:RGD Symbol;Acc:6487950]"
"3221",100912245,"D3ZSV0","ENSRNOG00000046384","LOC100912245","olfactory receptor 143-like [Source:RGD Symbol;Acc:6487950]"
"3222",293049,"D3Z956","ENSRNOG00000016897","Rlbp1","retinaldehyde binding protein 1 [Source:RGD Symbol;Acc:1309649]"
"3223",361433,"D3ZWR4","ENSRNOG00000015397","Cpne7","copine 7 [Source:RGD Symbol;Acc:1307466]"
"3224",361433,"H1UBN0","ENSRNOG00000015397","Cpne7","copine 7 [Source:RGD Symbol;Acc:1307466]"
"3225",100910245,"","ENSRNOG00000052455","LOC100910245","ribose-phosphate pyrophosphokinase 2-like [Source:RGD Symbol;Acc:6499548]"
"3226",295723,"A0A0G2K1I3","ENSRNOG00000055374","Olr453","olfactory receptor 453 [Source:RGD Symbol;Acc:1333910]"
"3227",NA,"","ENSRNOG00000060708","AABR07037545.1",""
"3228",297066,"G3V6U6","ENSRNOG00000006711","Zfp212","Zinc finger protein 212 [Source:RGD Symbol;Acc:1307836]"
"3229",314332,"D3ZNF5","ENSRNOG00000011334","Tmem63c","transmembrane protein 63c [Source:RGD Symbol;Acc:1310207]"
"3230",365297,"","ENSRNOG00000011975","Crtc3","CREB regulated transcription coactivator 3 [Source:RGD Symbol;Acc:1309666]"
"3231",NA,"","ENSRNOG00000049583","AABR07017733.1",""
"3232",287305,"","ENSRNOG00000043116","RGD1308564","similar to L-amino acid oxidase 1 [Source:RGD Symbol;Acc:1308564]"
"3233",300803,"D3ZFJ6","ENSRNOG00000018081","Lactb","lactamase, beta [Source:RGD Symbol;Acc:1304788]"
"3234",307024,"D4ACS2","ENSRNOG00000028329","Zfp438","zinc finger protein 438 [Source:RGD Symbol;Acc:1307214]"
"3235",293312,"","ENSRNOG00000048219","Olr165","olfactory receptor 165 [Source:RGD Symbol;Acc:1332871]"
"3236",NA,"","ENSRNOG00000056370","AABR07067403.1",""
"3237",367152,"","ENSRNOG00000017190","Foxl2","forkhead box L2 [Source:RGD Symbol;Acc:1310041]"
"3238",NA,"","ENSRNOG00000046089","AABR07017763.1",""
"3239",NA,"","ENSRNOG00000058030","AABR07001905.2",""
"3240",498757,"","ENSRNOG00000054964","Aoah","acyloxyacyl hydrolase [Source:RGD Symbol;Acc:1560514]"
"3241",502907,"","ENSRNOG00000053661","LOC502907","similar to immunoreceptor Ly49si1 [Source:RGD Symbol;Acc:1584856]"
"3242",NA,"","ENSRNOG00000059501","AABR07044276.1",""
"3243",191576,"B3SVE9","ENSRNOG00000021808","Tecr","trans-2,3-enoyl-CoA reductase [Source:RGD Symbol;Acc:620376]"
"3244",191576,"Q64232","ENSRNOG00000021808","Tecr","trans-2,3-enoyl-CoA reductase [Source:RGD Symbol;Acc:620376]"
"3245",499018,"B3SVE9","ENSRNOG00000021808","Tecr","trans-2,3-enoyl-CoA reductase [Source:RGD Symbol;Acc:620376]"
"3246",499018,"Q64232","ENSRNOG00000021808","Tecr","trans-2,3-enoyl-CoA reductase [Source:RGD Symbol;Acc:620376]"
"3247",361509,"D3ZNQ6","ENSRNOG00000027514","Ube2m","ubiquitin-conjugating enzyme E2M [Source:RGD Symbol;Acc:1307614]"
"3248",499380,"D3ZCK7","ENSRNOG00000009482","Emx2","empty spiracles homeobox 2 [Source:RGD Symbol;Acc:1564797]"
"3249",84357,"Q6IRL5","ENSRNOG00000004322","Sh3kbp1","SH3 domain-containing kinase-binding protein 1 [Source:RGD Symbol;Acc:620904]"
"3250",303164,"F6WEQ6","ENSRNOG00000002682","Zfp692","zinc finger protein 692 [Source:RGD Symbol;Acc:1306740]"
"3251",361597,"D4A584","ENSRNOG00000011683","Fes","FES proto-oncogene, tyrosine kinase [Source:RGD Symbol;Acc:1564385]"
"3252",287405,"D4A2I6","ENSRNOG00000003367","Tmem220","transmembrane protein 220 [Source:RGD Symbol;Acc:1309576]"
"3253",293330,"","ENSRNOG00000017344","Olr185","olfactory receptor 185 [Source:RGD Symbol;Acc:1332841]"
"3254",NA,"","ENSRNOG00000057267","AABR07017798.2",""
"3255",313067,"","ENSRNOG00000016187","Tmem67","transmembrane protein 67 [Source:RGD Symbol;Acc:1586167]"
"3256",501103,"Q497A2","ENSRNOG00000019900","Slc35b2","solute carrier family 35 member B2 [Source:RGD Symbol;Acc:1565318]"
"3257",103689983,"P27605","ENSRNOG00000031367","LOC103689983","hypoxanthine-guanine phosphoribosyltransferase [Source:RGD Symbol;Acc:9163824]"
"3258",NA,"","ENSRNOG00000037172","AC132539.2",""
"3259",689589,"","ENSRNOG00000009138","LOC689589","hypothetical protein LOC689589 [Source:RGD Symbol;Acc:1591038]"
"3260",100125595,"A7UJ12","ENSRNOG00000030434","Rs1","retinoschisin 1 [Source:RGD Symbol;Acc:1642515]"
"3261",24648,"A0A0G2JY31","ENSRNOG00000032669","Serpina1","serpin family A member 1 [Source:RGD Symbol;Acc:3326]"
"3262",498789,"","ENSRNOG00000038361","RGD1564865","similar to 20-alpha-hydroxysteroid dehydrogenase [Source:RGD Symbol;Acc:1564865]"
"3263",NA,"","ENSRNOG00000060133","AABR07034111.1",""
"3264",501110,"Q6AXY0","ENSRNOG00000033402","LOC501110","similar to Glutathione S-transferase A1 (GTH1) (HA subunit 1) (GST-epsilon) (GSTA1-1) (GST class-alpha) [Source:RGD Symbol;Acc:1565402]"
"3265",300758,"D4ABS9","ENSRNOG00000052224","Celf6","CUGBP, Elav-like family member 6 [Source:RGD Symbol;Acc:1310451]"
"3266",NA,"","ENSRNOG00000022988","Skint10","selection and upkeep of intraepithelial T cells 10 [Source:RGD Symbol;Acc:1587504]"
"3267",311833,"Q68FP8","ENSRNOG00000012761","Ak8","adenylate kinase 8 [Source:RGD Symbol;Acc:1303144]"
"3268",103690271,"","ENSRNOG00000052885","Olr307","olfactory receptor 307 [Source:RGD Symbol;Acc:1334216]"
"3269",362566,"Q5M9H1","ENSRNOG00000013642","Lrrc41","leucine rich repeat containing 41 [Source:RGD Symbol;Acc:1311221]"
"3270",641653,"Q32ZF1","ENSRNOG00000039651","Defb49","defensin beta 49 [Source:RGD Symbol;Acc:1560245]"
"3271",293674,"A0JPP1","ENSRNOG00000020527","Drap1","Dr1 associated protein 1 [Source:RGD Symbol;Acc:1308477]"
"3272",294140,"","ENSRNOG00000053746","Olr1668","olfactory receptor 1668 [Source:RGD Symbol;Acc:1332634]"
"3273",292077,"","ENSRNOG00000015695","Sult5a1","sulfotransferase family 5A, member 1 [Source:RGD Symbol;Acc:1310002]"
"3274",288751,"","ENSRNOG00000008470","Lrrc43","leucine rich repeat containing 43 [Source:RGD Symbol;Acc:1561461]"
"3275",308701,"Q5XI17","ENSRNOG00000024460","Tarsl2","threonyl-tRNA synthetase-like 2 [Source:RGD Symbol;Acc:1311308]"
"3276",307098,"Q498M6","ENSRNOG00000017765","Net1","neuroepithelial cell transforming 1 [Source:RGD Symbol;Acc:1305034]"
"3277",297699,"Q5XIG8","ENSRNOG00000007134","Strap","serine/threonine kinase receptor associated protein [Source:RGD Symbol;Acc:1311114]"
"3278",291713,"Q5BJQ5","ENSRNOG00000017568","Rit2","Ras-like without CAAX 2 [Source:RGD Symbol;Acc:1307654]"
"3279",303214,"","ENSRNOG00000003219","Trim16","tripartite motif-containing 16 [Source:RGD Symbol;Acc:1309749]"
"3280",290692,"","ENSRNOG00000029441","Klhl2","kelch-like family member 2 [Source:RGD Symbol;Acc:1306388]"
"3281",306966,"","ENSRNOG00000061612","Zfp184","zinc finger protein 184 [Source:RGD Symbol;Acc:1304798]"
"3282",64029,"Q68FX6","ENSRNOG00000001950","Cabs1","calcium binding protein, spermatid associated 1 [Source:RGD Symbol;Acc:620592]"
"3283",362867,"","ENSRNOG00000056493","Mybpc1","myosin binding protein C, slow type [Source:RGD Symbol;Acc:735102]"
"3284",192181,"Q9WTQ2","ENSRNOG00000012495","Podxl","podocalyxin-like [Source:RGD Symbol;Acc:621878]"
"3285",295338,"D4A2D5","ENSRNOG00000019614","Ptpn22","protein tyrosine phosphatase, non-receptor type 22 [Source:RGD Symbol;Acc:1307992]"
"3286",NA,"","ENSRNOG00000045736","AABR07069238.1",""
"3287",100912585,"","ENSRNOG00000047907","Mapk7","mitogen-activated protein kinase 7 [Source:RGD Symbol;Acc:621505]"
"3288",79559,"O35112","ENSRNOG00000001989","Alcam","activated leukocyte cell adhesion molecule [Source:RGD Symbol;Acc:619972]"
"3289",290775,"Q4V794","ENSRNOG00000012001","Vps37a","VPS37A, ESCRT-I subunit [Source:RGD Symbol;Acc:1560016]"
"3290",NA,"","ENSRNOG00000049830","AABR07017639.1",""
"3291",NA,"","ENSRNOG00000013548","Selenow","selenoprotein W [Source:RGD Symbol;Acc:3661]"
"3292",NA,"","ENSRNOG00000017695","AABR07012795.1",""
"3293",364594,"","ENSRNOG00000021726","Tlr3","toll-like receptor 3 [Source:RGD Symbol;Acc:735171]"
"3294",114639,"A1L124","ENSRNOG00000001434","Zp3","zona pellucida glycoprotein 3 [Source:RGD Symbol;Acc:620606]"
"3295",361495,"D4AEI6","ENSRNOG00000015956","Usp29","ubiquitin specific peptidase 29 [Source:RGD Symbol;Acc:1306648]"
"3296",307649,"Q5XID1","ENSRNOG00000016234","Ciapin1","cytokine induced apoptosis inhibitor 1 [Source:RGD Symbol;Acc:1549737]"
"3297",NA,"","ENSRNOG00000056341","AABR07012843.1",""
"3298",685580,"","ENSRNOG00000051534","AC132720.2",""
"3299",362848,"","ENSRNOG00000039204","Pram1","PML-RARA regulated adaptor molecule 1 [Source:RGD Symbol;Acc:1564330]"
"3300",NA,"","ENSRNOG00000029304","Aggf1","angiogenic factor with G patch and FHA domains 1 [Source:RGD Symbol;Acc:1310888]"
"3301",63865,"Q5PPG2","ENSRNOG00000007089","Lgmn","legumain [Source:RGD Symbol;Acc:619832]"
"3302",361692,"D3ZEH6","ENSRNOG00000017955","Nudt8","nudix hydrolase 8 [Source:RGD Symbol;Acc:1309040]"
"3303",361109,"","ENSRNOG00000016015","Dcp1a","decapping mRNA 1A [Source:RGD Symbol;Acc:1561298]"
"3304",NA,"","ENSRNOG00000061703","AABR07039303.7",""
"3305",300610,"F1M2T9","ENSRNOG00000050335","Olr1309","olfactory receptor 1309 [Source:RGD Symbol;Acc:1332870]"
"3306",306380,"","ENSRNOG00000013884","Psd3","pleckstrin and Sec7 domain containing 3 [Source:RGD Symbol;Acc:1559968]"
"3307",290556,"Q811S9","ENSRNOG00000028461","Gnl3","G protein nucleolar 3 [Source:RGD Symbol;Acc:631354]"
"3308",NA,"","ENSRNOG00000056285","AABR07065693.3",""
"3309",60393,"G3V9R3","ENSRNOG00000001960","Sult1d1","sulfotransferase family 1D, member 1 [Source:RGD Symbol;Acc:620491]"
"3310",64360,"Q63750","ENSRNOG00000020354","Mrpl23","mitochondrial ribosomal protein L23 [Source:RGD Symbol;Acc:68343]"
"3311",100909524,"Q62975","ENSRNOG00000048988","LOC100909524","protein Z-dependent protease inhibitor-like [Source:RGD Symbol;Acc:6503444]"
"3312",81830,"P62494","ENSRNOG00000011302","Rab11a","RAB11a, member RAS oncogene family [Source:RGD Symbol;Acc:619762]"
"3313",365212,"","ENSRNOG00000057645","Micb","MHC class I polypeptide-related sequence B [Source:RGD Symbol;Acc:1564508]"
"3314",29265,"O70500","ENSRNOG00000020625","Mcpt1","mast cell protease 1 [Source:RGD Symbol;Acc:3062]"
"3315",29265,"P00770","ENSRNOG00000020625","Mcpt1","mast cell protease 1 [Source:RGD Symbol;Acc:3062]"
"3316",29266,"O70500","ENSRNOG00000020625","Mcpt1","mast cell protease 1 [Source:RGD Symbol;Acc:3062]"
"3317",29266,"P00770","ENSRNOG00000020625","Mcpt1","mast cell protease 1 [Source:RGD Symbol;Acc:3062]"
"3318",83720,"G3V9W9","ENSRNOG00000030954","Fat1","FAT atypical cadherin 1 [Source:RGD Symbol;Acc:621254]"
"3319",NA,"","ENSRNOG00000055620","AABR07065768.3",""
"3320",314465,"D4A6A8","ENSRNOG00000012653","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B [Source:RGD Symbol;Acc:1304651]"
"3321",NA,"","ENSRNOG00000038118","AABR07041604.1",""
"3322",304019,"","ENSRNOG00000001642","Tbc1d23","TBC1 domain family, member 23 [Source:RGD Symbol;Acc:1307925]"
"3323",362464,"","ENSRNOG00000001830","Arntl2","aryl hydrocarbon receptor nuclear translocator-like 2 [Source:RGD Symbol;Acc:620230]"
"3324",295382,"","ENSRNOG00000031136","Ntng1","netrin G1 [Source:RGD Symbol;Acc:1563465]"
"3325",116632,"G3V9K9","ENSRNOG00000049498","Nat2","N-acetyltransferase 2 [Source:RGD Symbol;Acc:70492]"
"3326",293638,"G3V9K0","ENSRNOG00000020651","Cars","cysteinyl-tRNA synthetase [Source:RGD Symbol;Acc:1310747]"
"3327",501023,"","ENSRNOG00000032063","Gfral","GDNF family receptor alpha like [Source:RGD Symbol;Acc:1565220]"
"3328",307645,"F1M644","ENSRNOG00000039891","Adgrg5","adhesion G protein-coupled receptor G5 [Source:RGD Symbol;Acc:1305559]"
"3329",29177,"P84076","ENSRNOG00000006979","Hpca","hippocalcin [Source:RGD Symbol;Acc:620060]"
"3330",315740,"","ENSRNOG00000014080","Kif23","kinesin family member 23 [Source:RGD Symbol;Acc:1308596]"
"3331",362769,"","ENSRNOG00000004442","Dglucy","D-glutamate cyclase [Source:RGD Symbol;Acc:1311756]"
"3332",102554388,"","ENSRNOG00000048510","LOC102554388","olfactory receptor 143-like [Source:RGD Symbol;Acc:7594678]"
"3333",100361529,"D3ZXM2","ENSRNOG00000018729","Rad9a","RAD9 checkpoint clamp component A [Source:RGD Symbol;Acc:2319938]"
"3334",NA,"","ENSRNOG00000052352","AABR07014119.1",""
"3335",NA,"","ENSRNOG00000058004","AABR07004269.6",""
"3336",NA,"","ENSRNOG00000049252","AABR07065804.1",""
"3337",64524,"G3V826","ENSRNOG00000016064","Tkt","transketolase [Source:RGD Symbol;Acc:621036]"
"3338",312270,"Q0PGW2","ENSRNOG00000011854","RGD1563986","similar to RIKEN cDNA E330009J07 gene [Source:RGD Symbol;Acc:1563986]"
"3339",299236,"D3ZTV3","ENSRNOG00000003732","Flrt2","fibronectin leucine rich transmembrane protein 2 [Source:RGD Symbol;Acc:1308574]"
"3340",691657,"P63255","ENSRNOG00000027990","Crip1","cysteine rich protein 1 [Source:RGD Symbol;Acc:1597237]"
"3341",297885,"","ENSRNOG00000008226","Zbtb8os","zinc finger and BTB domain containing 8 opposite strand [Source:RGD Symbol;Acc:1562249]"
"3342",114587,"O70534","ENSRNOG00000019584","Dlk1","delta like non-canonical Notch ligand 1 [Source:RGD Symbol;Acc:619931]"
"3343",78985,"Q9JKT5","ENSRNOG00000005664","Tas2r105","taste receptor, type 2, member 105 [Source:RGD Symbol;Acc:620741]"
"3344",287346,"","ENSRNOG00000002873","Fam183b","family with sequence similarity 183, member B [Source:RGD Symbol;Acc:1561932]"
"3345",294696,"M0R776","ENSRNOG00000061213","Mrps36","mitochondrial ribosomal protein S36 [Source:RGD Symbol;Acc:1309315]"
"3346",300620,"","ENSRNOG00000053365","Olr1319","olfactory receptor 1319 [Source:RGD Symbol;Acc:1333266]"
"3347",499027,"","ENSRNOG00000059551","RGD1560718","similar to putative protein kinase [Source:RGD Symbol;Acc:1560718]"
"3348",306404,"","ENSRNOG00000029903","Spock3","SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3 [Source:RGD Symbol;Acc:1305672]"
"3349",83835,"G3V6A1","ENSRNOG00000002267","Chic2","cysteine-rich hydrophobic domain 2 [Source:RGD Symbol;Acc:1309278]"
"3350",363103,"Q5Q0U0","ENSRNOG00000009330","Slc17a5","solute carrier family 17 member 5 [Source:RGD Symbol;Acc:1311388]"
"3351",445269,"Q695P6","ENSRNOG00000049028","C5ar2","complement component 5a receptor 2 [Source:RGD Symbol;Acc:1303027]"
"3352",305083,"","ENSRNOG00000058643","Zfp281","zinc finger protein 281 [Source:RGD Symbol;Acc:1305139]"
"3353",NA,"","ENSRNOG00000047920","AABR07061078.1",""
"3354",NA,"","ENSRNOG00000049577","AABR07017595.1",""
"3355",NA,"","ENSRNOG00000047797","AABR07017783.2",""
"3356",NA,"","ENSRNOG00000030934","AABR07006688.1",""
"3357",498873,"Q566C9","ENSRNOG00000038955","MGC105567","similar to cDNA sequence BC023105 [Source:RGD Symbol;Acc:1565797]"
"3358",691750,"D3ZFW5","ENSRNOG00000006519","Tmem107","transmembrane protein 107 [Source:RGD Symbol;Acc:1595972]"
"3359",25166,"F1LQZ4","ENSRNOG00000007372","Casp1","caspase 1 [Source:RGD Symbol;Acc:2274]"
"3360",NA,"","ENSRNOG00000049773","LOC688340","T-cell receptor alpha chain V region PHDS58-like [Source:RGD Symbol;Acc:11446160]"
"3361",25627,"P50339","ENSRNOG00000020563","Cma1","chymase 1 [Source:RGD Symbol;Acc:2365]"
"3362",NA,"","ENSRNOG00000046669","AABR07002499.1",""
"3363",315761,"","ENSRNOG00000029911","Cilp","cartilage intermediate layer protein [Source:RGD Symbol;Acc:1305124]"
"3364",291182,"Q5U205","ENSRNOG00000052429","Stard3nl","STARD3 N-terminal like [Source:RGD Symbol;Acc:1308633]"
"3365",290660,"","ENSRNOG00000022368","Ddx49","DEAD-box helicase 49 [Source:RGD Symbol;Acc:1311124]"
"3366",405340,"","ENSRNOG00000030965","Olr1164","olfactory receptor 1164 [Source:RGD Symbol;Acc:1333826]"
"3367",NA,"","ENSRNOG00000050081","AABR07038269.1",""
"3368",100364265,"Q6QI82","ENSRNOG00000012088","LOC100364265","ribosomal protein L19-like [Source:RGD Symbol;Acc:2321393]"
"3369",NA,"","ENSRNOG00000021843","AABR07072463.1",""
"3370",691668,"","ENSRNOG00000049074","AABR07017958.1",""
"3371",307296,"D3ZNA1","ENSRNOG00000023197","Zfp608","zinc finger protein 608 [Source:RGD Symbol;Acc:1306824]"
"3372",293140,"","ENSRNOG00000030788","Olr35","olfactory receptor 35 [Source:RGD Symbol;Acc:1333428]"
"3373",362013,"B5DFN2","ENSRNOG00000018569","Ahcyl1","adenosylhomocysteinase-like 1 [Source:RGD Symbol;Acc:1309768]"
